1	1	1	3	0	1	1	1	1	1
1	1	2	3	0	2	2	2	2	2
1	1	3	3	1	3	3	3	3	3
1	1	4	3	0	4	4	4	4	4
1	2	1	2	0	1	2	2	3	4
1	2	2	2	1	2	3	3	4	1
1	2	3	2	0	3	4	4	1	2
1	2	4	2	0	4	1	1	2	3
1	3	1	2	0	1	3	3	2	2
1	3	2	2	1	2	4	4	3	3
1	3	3	2	0	3	1	1	4	4
1	3	4	2	0	4	2	2	1	1
1	4	1	4	0	1	4	4	4	3
1	4	2	4	0	2	1	1	1	4
1	4	3	4	0	3	2	2	2	1
1	4	4	4	1	4	3	3	3	2
1	5	1	3	0	2	1	3	4	4
1	5	2	3	0	3	2	4	1	1
1	5	3	3	1	4	3	1	2	2
1	5	4	3	0	1	4	2	3	3
1	6	1	3	0	2	2	4	2	1
1	6	2	3	0	3	3	1	3	2
1	6	3	3	1	4	4	2	4	3
1	6	4	3	0	1	1	3	1	4
1	7	1	2	0	2	3	1	3	3
1	7	2	2	1	3	4	2	4	4
1	7	3	2	0	4	1	3	1	1
1	7	4	2	0	1	2	4	2	2
1	8	1	1	1	2	4	2	1	2
1	8	2	1	0	3	1	3	2	3
1	8	3	1	0	4	2	4	3	4
1	8	4	1	0	1	3	1	4	1
1	9	1	2	0	3	1	2	2	3
1	9	2	2	1	4	2	3	3	4
1	9	3	2	0	1	3	4	4	1
1	9	4	2	0	2	4	1	1	2
1	10	1	2	0	3	2	1	4	2
1	10	2	2	1	4	3	2	1	3
1	10	3	2	0	1	4	3	2	4
1	10	4	2	0	2	1	4	3	1
1	11	1	1	1	3	3	4	1	4
1	11	2	1	0	4	4	1	2	1
1	11	3	1	0	1	1	2	3	2
1	11	4	1	0	2	2	3	4	3
1	12	1	1	1	3	4	3	3	1
1	12	2	1	0	4	1	4	4	2
1	12	3	1	0	1	2	1	1	3
1	12	4	1	0	2	3	2	2	4
1	13	1	4	0	4	1	4	3	2
1	13	2	4	0	1	2	1	4	3
1	13	3	4	0	2	3	2	1	4
1	13	4	4	1	3	4	3	2	1
1	14	1	1	1	4	2	3	1	3
1	14	2	1	0	1	3	4	2	4
1	14	3	1	0	2	4	1	3	1
1	14	4	1	0	3	1	2	4	2
1	15	1	1	1	4	3	2	4	1
1	15	2	1	0	1	4	3	1	2
1	15	3	1	0	2	1	4	2	3
1	15	4	1	0	3	2	1	3	4
1	16	1	1	1	4	4	1	2	4
1	16	2	1	0	1	1	2	3	1
1	16	3	1	0	2	2	3	4	2
1	16	4	1	0	3	3	4	1	3
2	1	1	4	0	1	1	1	1	1
2	1	2	4	0	2	2	2	2	2
2	1	3	4	0	3	3	3	3	3
2	1	4	4	1	4	4	4	4	4
2	2	1	3	0	1	2	2	3	4
2	2	2	3	0	2	3	3	4	1
2	2	3	3	1	3	4	4	1	2
2	2	4	3	0	4	1	1	2	3
2	3	1	2	0	1	3	3	2	2
2	3	2	2	1	2	4	4	3	3
2	3	3	2	0	3	1	1	4	4
2	3	4	2	0	4	2	2	1	1
2	4	1	4	0	1	4	4	4	3
2	4	2	4	0	2	1	1	1	4
2	4	3	4	0	3	2	2	2	1
2	4	4	4	1	4	3	3	3	2
2	5	1	3	0	2	1	3	4	4
2	5	2	3	0	3	2	4	1	1
2	5	3	3	1	4	3	1	2	2
2	5	4	3	0	1	4	2	3	3
2	6	1	3	0	2	2	4	2	1
2	6	2	3	0	3	3	1	3	2
2	6	3	3	1	4	4	2	4	3
2	6	4	3	0	1	1	3	1	4
2	7	1	2	0	2	3	1	3	3
2	7	2	2	1	3	4	2	4	4
2	7	3	2	0	4	1	3	1	1
2	7	4	2	0	1	2	4	2	2
2	8	1	3	0	2	4	2	1	2
2	8	2	3	0	3	1	3	2	3
2	8	3	3	1	4	2	4	3	4
2	8	4	3	0	1	3	1	4	1
2	9	1	2	0	3	1	2	2	3
2	9	2	2	1	4	2	3	3	4
2	9	3	2	0	1	3	4	4	1
2	9	4	2	0	2	4	1	1	2
2	10	1	2	0	3	2	1	4	2
2	10	2	2	1	4	3	2	1	3
2	10	3	2	0	1	4	3	2	4
2	10	4	2	0	2	1	4	3	1
2	11	1	1	1	3	3	4	1	4
2	11	2	1	0	4	4	1	2	1
2	11	3	1	0	1	1	2	3	2
2	11	4	1	0	2	2	3	4	3
2	12	1	4	0	3	4	3	3	1
2	12	2	4	0	4	1	4	4	2
2	12	3	4	0	1	2	1	1	3
2	12	4	4	1	2	3	2	2	4
2	13	1	3	0	4	1	4	3	2
2	13	2	3	0	1	2	1	4	3
2	13	3	3	1	2	3	2	1	4
2	13	4	3	0	3	4	3	2	1
2	14	1	1	1	4	2	3	1	3
2	14	2	1	0	1	3	4	2	4
2	14	3	1	0	2	4	1	3	1
2	14	4	1	0	3	1	2	4	2
2	15	1	4	0	4	3	2	4	1
2	15	2	4	0	1	4	3	1	2
2	15	3	4	0	2	1	4	2	3
2	15	4	4	1	3	2	1	3	4
2	16	1	1	1	4	4	1	2	4
2	16	2	1	0	1	1	2	3	1
2	16	3	1	0	2	2	3	4	2
2	16	4	1	0	3	3	4	1	3
3	1	1	4	0	1	1	1	1	1
3	1	2	4	0	2	2	2	2	2
3	1	3	4	0	3	3	3	3	3
3	1	4	4	1	4	4	4	4	4
3	2	1	1	1	1	2	2	3	4
3	2	2	1	0	2	3	3	4	1
3	2	3	1	0	3	4	4	1	2
3	2	4	1	0	4	1	1	2	3
3	3	1	2	0	1	3	3	2	2
3	3	2	2	1	2	4	4	3	3
3	3	3	2	0	3	1	1	4	4
3	3	4	2	0	4	2	2	1	1
3	4	1	4	0	1	4	4	4	3
3	4	2	4	0	2	1	1	1	4
3	4	3	4	0	3	2	2	2	1
3	4	4	4	1	4	3	3	3	2
3	5	1	1	1	2	1	3	4	4
3	5	2	1	0	3	2	4	1	1
3	5	3	1	0	4	3	1	2	2
3	5	4	1	0	1	4	2	3	3
3	6	1	3	0	2	2	4	2	1
3	6	2	3	0	3	3	1	3	2
3	6	3	3	1	4	4	2	4	3
3	6	4	3	0	1	1	3	1	4
3	7	1	2	0	2	3	1	3	3
3	7	2	2	1	3	4	2	4	4
3	7	3	2	0	4	1	3	1	1
3	7	4	2	0	1	2	4	2	2
3	8	1	3	0	2	4	2	1	2
3	8	2	3	0	3	1	3	2	3
3	8	3	3	1	4	2	4	3	4
3	8	4	3	0	1	3	1	4	1
3	9	1	2	0	3	1	2	2	3
3	9	2	2	1	4	2	3	3	4
3	9	3	2	0	1	3	4	4	1
3	9	4	2	0	2	4	1	1	2
3	10	1	2	0	3	2	1	4	2
3	10	2	2	1	4	3	2	1	3
3	10	3	2	0	1	4	3	2	4
3	10	4	2	0	2	1	4	3	1
3	11	1	1	1	3	3	4	1	4
3	11	2	1	0	4	4	1	2	1
3	11	3	1	0	1	1	2	3	2
3	11	4	1	0	2	2	3	4	3
3	12	1	4	0	3	4	3	3	1
3	12	2	4	0	4	1	4	4	2
3	12	3	4	0	1	2	1	1	3
3	12	4	4	1	2	3	2	2	4
3	13	1	3	0	4	1	4	3	2
3	13	2	3	0	1	2	1	4	3
3	13	3	3	1	2	3	2	1	4
3	13	4	3	0	3	4	3	2	1
3	14	1	1	1	4	2	3	1	3
3	14	2	1	0	1	3	4	2	4
3	14	3	1	0	2	4	1	3	1
3	14	4	1	0	3	1	2	4	2
3	15	1	4	0	4	3	2	4	1
3	15	2	4	0	1	4	3	1	2
3	15	3	4	0	2	1	4	2	3
3	15	4	4	1	3	2	1	3	4
3	16	1	1	1	4	4	1	2	4
3	16	2	1	0	1	1	2	3	1
3	16	3	1	0	2	2	3	4	2
3	16	4	1	0	3	3	4	1	3
4	1	1	3	0	1	1	1	1	1
4	1	2	3	0	2	2	2	2	2
4	1	3	3	1	3	3	3	3	3
4	1	4	3	0	4	4	4	4	4
4	2	1	4	0	1	2	2	3	4
4	2	2	4	0	2	3	3	4	1
4	2	3	4	0	3	4	4	1	2
4	2	4	4	1	4	1	1	2	3
4	3	1	2	0	1	3	3	2	2
4	3	2	2	1	2	4	4	3	3
4	3	3	2	0	3	1	1	4	4
4	3	4	2	0	4	2	2	1	1
4	4	1	4	0	1	4	4	4	3
4	4	2	4	0	2	1	1	1	4
4	4	3	4	0	3	2	2	2	1
4	4	4	4	1	4	3	3	3	2
4	5	1	3	0	2	1	3	4	4
4	5	2	3	0	3	2	4	1	1
4	5	3	3	1	4	3	1	2	2
4	5	4	3	0	1	4	2	3	3
4	6	1	3	0	2	2	4	2	1
4	6	2	3	0	3	3	1	3	2
4	6	3	3	1	4	4	2	4	3
4	6	4	3	0	1	1	3	1	4
